YEAR,COUNTY,MSSA_ID,MSSA_NAME,MSSA_TYPE,Race_ethnicity,Population,Adolescent_births,Indicator,Annotation,Indicator_rate,Indicator_ll,Indicator_ul
2010-2012,Merced,97.1,Merced Central and North/Merced Southeast,Urban,BLACK,708,28,PBHP,,75,59,91
2010-2012,Monterey,109.2,Salinas/Spreckels,Urban,WHITE,1569,29,PRB,1,27.6,11.3,43.9
2010-2012,Monterey,109.2,Salinas/Spreckels,Urban,WHITE,1569,29,PBHP,1,34.5,17.2,51.8
2010-2012,Orange,116q,Anaheim East/City of Orange North/Placentia Southwest,Urban,WHITE,4110,29,PRB,1,17.2,3.5,31
2010-2012,Orange,116q,Anaheim East/City of Orange North/Placentia Southwest,Urban,WHITE,4110,29,PBHP,1,24.1,8.6,39.7
2010-2012,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,BLACK,436,29,PRB,1,17.2,3.5,31
2010-2012,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,BLACK,436,29,PBHP,1,41.4,23.5,59.3
2010-2012,San Diego,161v,Mira Mesa/Scripps Miramar Ranch,Urban,HISP,1557,29,PRB,1,27.6,11.3,43.9
2010-2012,Santa Clara,183h,San Jose Southeast,Urban,ASIAN,4352,29,PBHP,1,20.7,5.9,35.4
2010-2012,El Dorado,23.3,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,HISP,774,29,PRB,1,20.7,5.9,35.4
2010-2012,Tuolumne,234.2,Columbia/Jamestown/Sonora,Rural,WHITE,1421,29,PBHP,1,27.6,11.3,43.9
2010-2012,Madera,79.2,Chowchilla,Rural,WHITE,678,29,PRB,1,20.7,5.9,35.4
2010-2012,Mariposa,85,Bootjack/CatheyÆs Valley/Coulterville/Don Pedro/El Portal/Fish Camp/Mariposa,Rural,WHITE,1180,29,PRB,1,17.2,3.5,31
2010-2012,Mariposa,85,Bootjack/CatheyÆs Valley/Coulterville/Don Pedro/El Portal/Fish Camp/Mariposa,Rural,WHITE,1180,29,PBHP,1,24.1,8.6,39.7
2010-2012,Monterey,109.2,Salinas/Spreckels,Urban,WHITE,1569,29,ABR,,18.5,12.4,26.6
2010-2012,Napa,112.1,Napa Central,Urban,WHITE,2813,29,ABR,,10.3,6.9,14.8
2010-2012,Napa,112.1,Napa Central,Urban,WHITE,2813,29,PRB,,,,
2010-2012,Napa,112.1,Napa Central,Urban,WHITE,2813,29,PBHP,,,,
2010-2012,Orange,116q,Anaheim East/City of Orange North/Placentia Southwest,Urban,WHITE,4110,29,ABR,,7.1,4.8,10.2
2010-2012,Riverside,135a,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,BLACK,1761,29,ABR,,16.5,11.1,23.7
2010-2012,Riverside,135a,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,BLACK,1761,29,PRB,,,,
2010-2012,Riverside,135a,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,BLACK,1761,29,PBHP,,79.3,64.6,94.1
2010-2012,Sacramento,139d,Arcade/Arden/Town and Country Village,Urban,BLACK,436,29,ABR,,66.5,44.5,95.5
2010-2012,Sacramento,139l,Vineyard,Urban,BLACK,1280,29,ABR,,22.7,15.2,32.6
2010-2012,Sacramento,139l,Vineyard,Urban,BLACK,1280,29,PRB,,,,
2010-2012,Sacramento,139l,Vineyard,Urban,BLACK,1280,29,PBHP,,,,
2010-2012,San Bernardino,151a,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,WHITE,4194,29,ABR,,6.9,4.6,9.9
2010-2012,San Bernardino,151a,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,WHITE,4194,29,PRB,,,,
2010-2012,San Bernardino,151a,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,WHITE,4194,29,PBHP,,0,,
2010-2012,San Diego,161v,Mira Mesa/Scripps Miramar Ranch,Urban,HISP,1557,29,ABR,,18.6,12.5,26.7
2010-2012,San Diego,161v,Mira Mesa/Scripps Miramar Ranch,Urban,HISP,1557,29,PBHP,,0,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,HISP,580,29,ABR,,50,33.5,71.8
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,HISP,580,29,PRB,,,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,HISP,580,29,PBHP,,0,,
2010-2012,Santa Clara,183h,San Jose Southeast,Urban,ASIAN,4352,29,ABR,,6.7,4.5,9.6
2010-2012,Santa Clara,183h,San Jose Southeast,Urban,ASIAN,4352,29,PRB,,,,
2010-2012,Santa Cruz,185.3,Ben Lomond/Felton/Scotts Valley,Urban,ALL,3789,29,ABR,,7.7,5.2,11.1
2010-2012,Santa Cruz,185.3,Ben Lomond/Felton/Scotts Valley,Urban,ALL,3789,29,PRB,,,,
2010-2012,Santa Cruz,185.3,Ben Lomond/Felton/Scotts Valley,Urban,ALL,3789,29,PBHP,,0,,
2010-2012,El Dorado,23.3,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,HISP,774,29,ABR,,37.5,25.1,53.9
2010-2012,El Dorado,23.3,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,HISP,774,29,PBHP,,0,,
2010-2012,Tuolumne,234.2,Columbia/Jamestown/Sonora,Rural,WHITE,1421,29,ABR,,20.4,13.7,29.3
2010-2012,Tuolumne,234.2,Columbia/Jamestown/Sonora,Rural,WHITE,1421,29,PRB,,,,
2010-2012,Los Angeles,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,HISP,1646,29,ABR,,17.6,11.8,25.3
2010-2012,Los Angeles,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,HISP,1646,29,PRB,,,,
2010-2012,Los Angeles,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,HISP,1646,29,PBHP,,0,,
2010-2012,Madera,79.2,Chowchilla,Rural,WHITE,678,29,ABR,,42.8,28.7,61.5
2010-2012,Madera,79.2,Chowchilla,Rural,WHITE,678,29,PBHP,,79.3,64.6,94.1
2010-2012,Mariposa,85,Bootjack/CatheyÆs Valley/Coulterville/Don Pedro/El Portal/Fish Camp/Mariposa,Rural,WHITE,1180,29,ABR,,24.6,16.5,35.3
2010-2012,Sacramento,139k,Freeport/Meadowview,Urban,WHITE,906,30,PRB,1,20,5.7,34.3
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,HISP,1094,30,PRB,1,20,5.7,34.3
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,HISP,1094,30,PBHP,1,50,32.1,67.9
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,HISP,808,30,PRB,1,16.7,3.3,30
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,HISP,808,30,PBHP,1,23.3,8.2,38.5
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,WHITE,3534,30,PRB,1,16.7,3.3,30
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,WHITE,3534,30,PBHP,1,50,32.1,67.9
2010-2012,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,HISP,1407,30,PRB,1,26.7,10.8,42.5
2010-2012,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,HISP,1407,30,PBHP,1,56.7,38.9,74.4
2010-2012,Los Angeles,76.1b,Newhall/Santa Clarita East/Valencia,Urban,WHITE,5495,30,PBHP,1,23.3,8.2,38.5
2010-2012,Sacramento,139k,Freeport/Meadowview,Urban,WHITE,906,30,ABR,,33.1,22.3,47.3
2010-2012,Sacramento,139k,Freeport/Meadowview,Urban,WHITE,906,30,PBHP,,70,53.6,86.4
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,HISP,1094,30,ABR,,27.4,18.5,39.1
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,HISP,808,30,ABR,,37.1,25,53
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,ALL,3282,30,ABR,,9.1,6.1,13
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,ALL,3282,30,PRB,,,,
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,ALL,3282,30,PBHP,,0,,
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,WHITE,3534,30,ABR,,8.5,5.7,12.1
2010-2012,Contra Costa,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,WHITE,2462,30,ABR,,12.2,8.2,17.4
2010-2012,Contra Costa,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,WHITE,2462,30,PRB,,,,
2010-2012,Contra Costa,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,WHITE,2462,30,PBHP,,,,
2010-2012,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,HISP,1407,30,ABR,,21.3,14.4,30.4
2010-2012,Los Angeles,76.1b,Newhall/Santa Clarita East/Valencia,Urban,WHITE,5495,30,ABR,,5.5,3.7,7.9
2010-2012,Los Angeles,76.1b,Newhall/Santa Clarita East/Valencia,Urban,WHITE,5495,30,PRB,,,,
2010-2012,Los Angeles,76.2,Castaic/Val Verde,Rural,ALL,3085,30,ABR,,9.7,6.5,13.8
2010-2012,Los Angeles,76.2,Castaic/Val Verde,Rural,ALL,3085,30,PRB,,,,
2010-2012,Los Angeles,76.2,Castaic/Val Verde,Rural,ALL,3085,30,PBHP,,0,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,HISP,1846,31,PRB,1,25.8,10.4,41.2
2010-2012,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,BLACK,1892,31,PBHP,1,45.2,27.6,62.7
2010-2012,Los Angeles,78.2e,Country Club Park/Koreatown/Mid-City East,Urban,BLACK,741,31,PRB,1,16.1,3.2,29.1
2010-2012,Orange,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,WHITE,8264,31,ABR,,3.8,2.6,5.4
2010-2012,Orange,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,WHITE,8264,31,PRB,,,,
2010-2012,Orange,116m,Brea East/Placentia Central and North/Yorba Linda,Urban,WHITE,8264,31,PBHP,,,,
2010-2012,Riverside,135f,Corona South/El Cerrito/Temescal,Urban,WHITE,5902,31,ABR,,5.3,3.6,7.5
2010-2012,Riverside,135f,Corona South/El Cerrito/Temescal,Urban,WHITE,5902,31,PRB,,,,
2010-2012,Riverside,135f,Corona South/El Cerrito/Temescal,Urban,WHITE,5902,31,PBHP,,0,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,HISP,1846,31,ABR,,16.8,11.4,23.8
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,HISP,1846,31,PBHP,,64.5,47.7,81.4
2010-2012,El Dorado,23.2,Camino/Pollock Pines,Rural,ALL,2107,31,ABR,,14.7,10,20.9
2010-2012,El Dorado,23.2,Camino/Pollock Pines,Rural,ALL,2107,31,PRB,,,,
2010-2012,El Dorado,23.2,Camino/Pollock Pines,Rural,ALL,2107,31,PBHP,,0,,
2010-2012,Tuolumne,236,East Sonora/Mi-Wuk Village/Soulsbyville/Tuolumne City/Twain Harte,Rural,ALL,2226,31,ABR,,13.9,9.4,19.7
2010-2012,Tuolumne,236,East Sonora/Mi-Wuk Village/Soulsbyville/Tuolumne City/Twain Harte,Rural,ALL,2226,31,PRB,,,,
2010-2012,Tuolumne,236,East Sonora/Mi-Wuk Village/Soulsbyville/Tuolumne City/Twain Harte,Rural,ALL,2226,31,PBHP,,0,,
2010-2012,Ventura,241c,Ventura,Urban,WHITE,4122,31,ABR,,7.5,5.1,10.6
2010-2012,Ventura,241c,Ventura,Urban,WHITE,4122,31,PRB,,,,
2010-2012,Ventura,241c,Ventura,Urban,WHITE,4122,31,PBHP,,,,
2010-2012,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,BLACK,1892,31,ABR,,16.4,11.1,23.3
2010-2012,Alameda,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,BLACK,1892,31,PRB,,,,
2010-2012,Los Angeles,78.2e,Country Club Park/Koreatown/Mid-City East,Urban,BLACK,741,31,ABR,,41.8,28.4,59.3
2010-2012,Los Angeles,78.2e,Country Club Park/Koreatown/Mid-City East,Urban,BLACK,741,31,PBHP,,,,
2010-2012,Orange,116s,Huntington Beach North/Seal Beach East/Westminster,Urban,WHITE,2481,32,PBHP,1,46.9,29.6,64.2
2010-2012,Solano,201,Dixon,Rural,HISP,1163,32,PRB,1,18.8,5.2,32.3
2010-2012,Tulare,228.2,Exeter/Lemon Cove/Lindsay/Strathmore,Rural,WHITE,1355,32,PRB,1,15.6,3,28.2
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,ALL,1734,32,PRB,1,15.6,3,28.2
2010-2012,Los Angeles,77.2,Lake Los Angeles,Rural,BLACK,306,32,PRB,1,21.9,7.6,36.2
2010-2012,Orange,116s,Huntington Beach North/Seal Beach East/Westminster,Urban,WHITE,2481,32,ABR,,12.9,8.8,18.2
2010-2012,Orange,116s,Huntington Beach North/Seal Beach East/Westminster,Urban,WHITE,2481,32,PRB,,,,
2010-2012,San Bernardino,151d,Rancho Cucamonga Northwest/San Antonio Heights/Upland North,Urban,WHITE,4368,32,ABR,,7.3,5,10.3
2010-2012,San Bernardino,151d,Rancho Cucamonga Northwest/San Antonio Heights/Upland North,Urban,WHITE,4368,32,PRB,,,,
2010-2012,San Bernardino,151d,Rancho Cucamonga Northwest/San Antonio Heights/Upland North,Urban,WHITE,4368,32,PBHP,,,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,ALL,2149,32,ABR,,14.9,10.2,21
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,ALL,2149,32,PRB,,,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,ALL,2149,32,PBHP,,0,,
2010-2012,San Francisco,162a,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,BLACK,603,32,ABR,,53.1,36.3,75
2010-2012,San Francisco,162a,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,BLACK,603,32,PRB,,,,
2010-2012,San Francisco,162a,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,BLACK,603,32,PBHP,,,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,ALL,3508,32,ABR,,9.1,6.2,12.8
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,ALL,3508,32,PRB,,,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,ALL,3508,32,PBHP,,0,,
2010-2012,Solano,201,Dixon,Rural,HISP,1163,32,ABR,,27.5,18.8,38.8
2010-2012,Solano,201,Dixon,Rural,HISP,1163,32,PBHP,,0,,
2010-2012,Tulare,228.2,Exeter/Lemon Cove/Lindsay/Strathmore,Rural,WHITE,1355,32,ABR,,23.6,16.1,33.3
2010-2012,Tulare,228.2,Exeter/Lemon Cove/Lindsay/Strathmore,Rural,WHITE,1355,32,PBHP,,71.9,56.3,87.5
2010-2012,Orange,116r,Garden Grove North/Stanton,Urban,WHITE,1948,35,PBHP,,,,
2010-2012,Ventura,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,WHITE,1891,32,ABR,,16.9,11.6,23.9
2010-2012,Ventura,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,WHITE,1891,32,PRB,,,,
2010-2012,Ventura,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,WHITE,1891,32,PBHP,,0,,
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,ALL,1734,32,ABR,,18.5,12.7,26.1
2010-2012,Humboldt,40,Bluelake/McKinleyville/Orick/Trinidad,Rural,ALL,1734,32,PBHP,,0,,
2010-2012,Kern,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,HISP,906,32,ABR,,35.3,24.1,49.8
2010-2012,Kern,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,HISP,906,32,PRB,,,,
2010-2012,Kern,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,HISP,906,32,PBHP,,0,,
2010-2012,Los Angeles,77.2,Lake Los Angeles,Rural,BLACK,306,32,ABR,,104.6,71.5,147.7
2010-2012,Los Angeles,77.2,Lake Los Angeles,Rural,BLACK,306,32,PBHP,,75,60,90
2010-2012,Nevada,114,North Bloomfield/North San Juan/Truckee,Rural,ALL,1707,33,PBHP,1,15.2,2.9,27.4
2010-2012,San Bernardino,144.3,Cadiz/Twentynine Palms,Rural,HISP,623,33,PRB,1,18.2,5,31.3
2010-2012,San Diego,161q,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,Urban,HISP,1426,33,PRB,1,15.2,2.9,27.4
2010-2012,Del Norte,19,Crescent City/Gasquet/Klamath/Smith River,Rural,HISP,505,33,PRB,1,24.2,9.6,38.9
2010-2012,Del Norte,19,Crescent City/Gasquet/Klamath/Smith River,Rural,HISP,505,33,PBHP,1,48.5,31.4,65.5
2010-2012,Kern,66a,Bakersfield Northeast/Oildale,Urban,BLACK,452,33,PRB,1,27.3,12.1,42.5
2010-2012,Nevada,114,North Bloomfield/North San Juan/Truckee,Rural,ALL,1707,33,ABR,,19.3,13.3,27.1
2010-2012,Nevada,114,North Bloomfield/North San Juan/Truckee,Rural,ALL,1707,33,PRB,,,,
2010-2012,San Bernardino,144.3,Cadiz/Twentynine Palms,Rural,HISP,623,33,ABR,,53,36.5,74.4
2010-2012,San Bernardino,144.3,Cadiz/Twentynine Palms,Rural,HISP,623,33,PBHP,,60.6,43.9,77.3
2010-2012,San Diego,156f,Escondido East/Hidden Meadows/Poway North,Urban,WHITE,5453,33,ABR,,6.1,4.2,8.6
2010-2012,San Diego,156f,Escondido East/Hidden Meadows/Poway North,Urban,WHITE,5453,33,PRB,,,,
2010-2012,San Diego,156f,Escondido East/Hidden Meadows/Poway North,Urban,WHITE,5453,33,PBHP,,,,
2010-2012,San Diego,161q,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,Urban,HISP,1426,33,ABR,,23.1,15.9,32.4
2010-2012,San Diego,161q,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,Urban,HISP,1426,33,PBHP,,0,,
2010-2012,Del Norte,19,Crescent City/Gasquet/Klamath/Smith River,Rural,HISP,505,33,ABR,,65.3,44.9,91.7
2010-2012,El Dorado,23.1,Cameron Park/El Dorado Hills/Shingle Springs,Urban,WHITE,6082,33,ABR,,5.4,3.7,7.6
2010-2012,El Dorado,23.1,Cameron Park/El Dorado Hills/Shingle Springs,Urban,WHITE,6082,33,PRB,,,,
2010-2012,El Dorado,23.1,Cameron Park/El Dorado Hills/Shingle Springs,Urban,WHITE,6082,33,PBHP,,0,,
2010-2012,Yolo,244,Davis,Urban,ALL,16149,33,ABR,,2,1.4,2.8
2010-2012,Yolo,244,Davis,Urban,ALL,16149,33,PRB,,,,
2010-2012,Yolo,244,Davis,Urban,ALL,16149,33,PBHP,,78.8,64.8,92.7
2010-2012,Kern,66a,Bakersfield Northeast/Oildale,Urban,BLACK,452,33,ABR,,73,50.2,102.5
2010-2012,Kern,66a,Bakersfield Northeast/Oildale,Urban,BLACK,452,33,PBHP,,69.7,54,85.4
2010-2012,Orange,116o,Irvine Central/Tustin East,Urban,HISP,1625,34,PRB,1,17.6,4.8,30.5
2010-2012,Riverside,129.1,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,WHITE,3731,34,PRB,1,14.7,2.8,26.6
2010-2012,Santa Barbara,177,Carpinteria/New Cuyama/Summerland/Toro Canyon,Rural,HISP,1074,34,PRB,1,14.7,2.8,26.6
2010-2012,Santa Cruz,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,WHITE,9007,34,PBHP,1,26.5,11.6,41.3
2010-2012,Solano,202b,Fairfield,Urban,WHITE,2832,34,PRB,1,17.6,4.8,30.5
2010-2012,Solano,202b,Fairfield,Urban,WHITE,2832,34,PBHP,1,32.4,16.6,48.1
2010-2012,Tuolumne,234.2,Columbia/Jamestown/Sonora,Rural,ALL,1885,34,PBHP,1,29.4,14.1,44.7
2010-2012,Los Angeles,77.1a,Palmdale Central,Urban,WHITE,1906,34,PBHP,1,44.1,27.4,60.8
2010-2012,Orange,116o,Irvine Central/Tustin East,Urban,HISP,1625,34,ABR,,20.9,14.5,29.2
2010-2012,Orange,116o,Irvine Central/Tustin East,Urban,HISP,1625,34,PBHP,,0,,
2010-2012,Riverside,129.1,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,WHITE,3731,34,ABR,,9.1,6.3,12.7
2010-2012,Riverside,129.1,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,WHITE,3731,34,PBHP,,,,
2010-2012,Riverside,133.2,Homeland/Lakeview/San Jacinto,Urban,WHITE,1046,34,ABR,,32.5,22.5,45.4
2010-2012,Riverside,133.2,Homeland/Lakeview/San Jacinto,Urban,WHITE,1046,34,PRB,,,,
2010-2012,Riverside,133.2,Homeland/Lakeview/San Jacinto,Urban,WHITE,1046,34,PBHP,,,,
2010-2012,San Bernardino,151l,Chino Northeast/Fontana Southwest/Ontario South,Urban,WHITE,2750,34,ABR,,12.4,8.6,17.3
2010-2012,San Bernardino,151l,Chino Northeast/Fontana Southwest/Ontario South,Urban,WHITE,2750,34,PRB,,,,
2010-2012,San Bernardino,151l,Chino Northeast/Fontana Southwest/Ontario South,Urban,WHITE,2750,34,PBHP,,,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,WHITE,3296,34,ABR,,10.3,7.1,14.4
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,WHITE,3296,34,PRB,,,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,WHITE,3296,34,PBHP,,0,,
2010-2012,Santa Barbara,177,Carpinteria/New Cuyama/Summerland/Toro Canyon,Rural,HISP,1074,34,ABR,,31.7,22,44.3
2010-2012,Santa Barbara,177,Carpinteria/New Cuyama/Summerland/Toro Canyon,Rural,HISP,1074,34,PBHP,,0,,
2010-2012,Santa Cruz,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,WHITE,9007,34,ABR,,3.8,2.6,5.3
2010-2012,Santa Cruz,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,WHITE,9007,34,PRB,,,,
2010-2012,Solano,202b,Fairfield,Urban,WHITE,2832,34,ABR,,12,8.3,16.8
2010-2012,Tuolumne,234.2,Columbia/Jamestown/Sonora,Rural,ALL,1885,34,ABR,,18,12.5,25.2
2010-2012,Tuolumne,234.2,Columbia/Jamestown/Sonora,Rural,ALL,1885,34,PRB,,,,
2010-2012,Los Angeles,76.1a,Canyon Country/Santa Clarita West/Saugus,Urban,HISP,3340,34,ABR,,10.2,7.1,14.3
2010-2012,Los Angeles,76.1a,Canyon Country/Santa Clarita West/Saugus,Urban,HISP,3340,34,PRB,,,,
2010-2012,Los Angeles,76.1a,Canyon Country/Santa Clarita West/Saugus,Urban,HISP,3340,34,PBHP,,0,,
2010-2012,Los Angeles,77.1a,Palmdale Central,Urban,WHITE,1906,34,ABR,,17.8,12.3,24.9
2010-2012,Los Angeles,77.1a,Palmdale Central,Urban,WHITE,1906,34,PRB,,,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,ALL,732,35,PRB,1,17.1,4.7,29.6
2010-2012,San Diego,161i,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,Urban,WHITE,3570,35,PRB,1,14.3,2.7,25.9
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,WHITE,4000,35,PBHP,1,17.1,4.7,29.6
2010-2012,Orange,116r,Garden Grove North/Stanton,Urban,WHITE,1948,35,ABR,,18,12.5,25
2010-2012,Orange,116r,Garden Grove North/Stanton,Urban,WHITE,1948,35,PRB,,,,
2010-2012,Placer,118,Colfax/Meadow Vista,Rural,ALL,2795,35,ABR,,12.5,8.7,17.4
2010-2012,Placer,118,Colfax/Meadow Vista,Rural,ALL,2795,35,PRB,,,,
2010-2012,Placer,118,Colfax/Meadow Vista,Rural,ALL,2795,35,PBHP,,0,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,ALL,732,35,ABR,,47.8,33.3,66.5
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,ALL,732,35,PBHP,,,,
2010-2012,San Diego,161i,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,Urban,WHITE,3570,35,ABR,,9.8,6.8,13.6
2010-2012,San Diego,161i,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,Urban,WHITE,3570,35,PBHP,,0,,
2010-2012,San Diego,161j,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,WHITE,2460,35,ABR,,14.2,9.9,19.7
2010-2012,San Diego,161j,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,WHITE,2460,35,PRB,,,,
2010-2012,San Diego,161j,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,WHITE,2460,35,PBHP,,48.6,32,65.1
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,WHITE,4000,35,ABR,,8.8,6.1,12.2
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,WHITE,4000,35,PRB,,,,
2010-2012,Siskiyou,195,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,WHITE,932,35,ABR,,37.6,26.2,52.3
2010-2012,Siskiyou,195,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,WHITE,932,35,PRB,,,,
2010-2012,Siskiyou,195,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,WHITE,932,35,PBHP,,68.6,53.2,84
2010-2012,Tehama,222,Corning/Los Molinos/Tehama/Vina,Rural,WHITE,990,35,ABR,,35.4,24.7,49.2
2010-2012,Tehama,222,Corning/Los Molinos/Tehama/Vina,Rural,WHITE,990,35,PRB,,,,
